name,type,area,direction,fitment,elevator,total_price,unit_price,property
新康花园,3室2厅,121,南 东南,简装,无,285,23554,
新城招商香溪源,3室2厅,93,南,精装,有,230,24732,
香山花园,3室2厅,122.49,南,毛坯,无,155,12655,
津西美墅馆,4室2厅,106.57,南,毛坯,有,268,25148,
北园新村,2室1厅,53.6,南,精装,无,127,23695,
新城金郡南区二期,2室2厅,80.96,南,精装,有,190,23469,
华润凯旋门,4室2厅,142.13,南 北,精装,有,349.5,24591,
新南环新村一组团,2室2厅,81.29,南,精装,有,210,25834,
云锦苑二区,3室2厅,89.38,南,精装,有,170,19020,
荷澜庭,3室2厅,140,南,毛坯,暂无数据,780,55715,
中海国际社区（五区）,4室2厅,138.99,南,精装,有,720,51803,
合景峰汇四期,3室2厅,93,南,精装,有,240,25807,
阳光昆城苑,3室2厅,116.68,南 北,精装,无,203,17399,
中海御景湾,3室2厅,88,南,精装,有,217,24660,
欧风丽苑,2室1厅,59.6,南 北,精装,无,160,26846,
万科金色里程,3室2厅,89.5,南,精装,有,220,24582,
东浜新苑南区,3室2厅,82.5,南,精装,无,215,26061,
鼎盛花园,3室2厅,120.88,南,精装,无,365,30196,
棕榈湾,2室2厅,76,南,精装,有,154.6,20343,
锦景园,2室2厅,78.34,东南,简装,暂无数据,84,10723,
派克公寓,0室0厅,52.74,北,简装,有,74,14032,
南石湖花园,2室1厅,62.6,南,毛坯,无,147,23483,
嘉宝花园三期,3室2厅,83,东,精装,无,219.9,26494,
齐门人家,2室2厅,84.33,南,毛坯,有,238,28223,
和美家园,2室2厅,69.29,南,毛坯,有,143,20638,
彩香二村,2室1厅,57.44,南,简装,无,134,23329,
一斗山路,2室1厅,57.38,南,简装,无,160,27885,
水香七村,2室1厅,71.6,南,简装,无,160,22347,
苏州湾景苑,2室2厅,101,南,精装,有,310,30694,
万达广场(姑苏区),1室1厅,53,南,精装,有,155,29246,
彩香二村,2室0厅,53.27,南,精装,无,137,25719,
红旗小区,2室1厅,49.89,南,简装,无,98,19644,
和美家园,2室1厅,74.09,南,精装,有,159,21461,
彩香二村,2室1厅,54,东南,简装,无,115,21297,
金辉融侨城,3室2厅,98.81,南,精装,有,238,24087,
中翔商贸城二区,1室1厅,46,北,简装,有,58,12609,
胥江路136号,1室1厅,43.75,南,简装,无,95,21715,
嘉裕花园(姑苏区),2室1厅,63.94,南 北,毛坯,有,160,25024,
吴中西路57号,2室1厅,51,南,简装,无,120,23530,
阳光天地,2室1厅,79.41,南,毛坯,有,225,28334,
湖滨花园(吴中区),3室2厅,131.28,西北,精装,有,257,19577,
苏安新村,3室2厅,65.06,南,精装,无,193,29665,
御苑家园A区,2室1厅,72.24,南,精装,无,173,23948,
华润城立方,4室2厅,120.26,南,毛坯,有,317,26360,
恒基旭辉城,3室2厅,89,南,简装,有,200,22472,
和美家园,2室1厅,69.29,南,精装,有,148,21360,
华府庄园,2室2厅,81.21,南,毛坯,有,129,15885,
滨江汇,3室2厅,87.46,南,毛坯,有,163,18638,
南山维拉,3室2厅,100,南 北,毛坯,暂无数据,190,19000,
玻纤路新村,2室1厅,50.78,南,简装,无,97,19103,
悬珠花园西区,1室1厅,52,南,简装,无,130,25000,
合景睿峰,2室2厅,44.85,北,简装,有,58,12932,
金山浜花园,2室1厅,64,南,毛坯,无,150,23438,
常发香城湾二期,3室2厅,89.92,南,简装,有,170,18906,
东港二村,1室1厅,42.59,南,简装,无,135,31698,
三元四村,2室1厅,58.48,南,简装,无,142.8,24419,
海亮长桥府,3室1厅,94.75,南,精装,有,214.6,22650,
湄长新村,2室1厅,62.35,南,简装,无,142.5,22855,
永诚国际广场,2室1厅,40.79,南,精装,商电,62.5,15323,
昆山雅居乐花园,2室2厅,82,南,毛坯,有,106.8,13025,
尚景湾,2室1厅,99.6,南,简装,有,212,21286,
徐家浜二村,1室1厅,47.2,南,精装,无,138.5,29344,
花桥裕花园,2室1厅,65,南 北,毛坯,有,106,16308,
水香五村,3室1厅,60,南 北,精装,无,146,24334,
友联二村,2室1厅,61.3,南,简装,无,150,24470,
滨江裕花园,2室2厅,89,南,精装,有,150,16854,
鑫苑湖居世家,2室2厅,77.54,南,精装,有,238,30694,
鑫苑国际城市花园(昆山市),2室2厅,89,南,毛坯,有,136,15281,
合景睿峰,3室2厅,46,南,精装,有,66,14348,
竹苑新村（姑苏）,2室1厅,75.36,南,精装,无,338,44852,
金榈湾西区,2室2厅,87,南,精装,有,171,19656,
万科金品家园,4室2厅,130,南,精装,有,448,34462,
金地名悦,3室2厅,93.4,南,精装,有,268,28694,
鑫苑国际城市花园(虎丘区),4室2厅,89,南,简装,有,315,35394,
诚河新旅城三区,3室2厅,97,南,精装,有,247,25464,
天筑家园北区,3室2厅,116,南,精装,有,356,30690,
招商依云华苑,3室1厅,89,南 北,精装,有,248,27866,
金锦苑,3室2厅,88,南 北,精装,有,299,33978,
星光耀花园二期,3室2厅,89.75,南,精装,有,220,24513,
万科北宸之光,3室2厅,85,南,精装,有,218,25648,
合景领峰,3室2厅,85.18,南,精装,有,262,30759,
合景峰汇瑜翠园,3室2厅,93,南,精装,有,165,17742,
淞泽家园（五区）,3室2厅,104.75,南,精装,无,265,25299,
锦尚花苑,2室2厅,94,南,精装,暂无数据,136.8,14554,
中海御景湾,3室2厅,89.14,南,精装,有,215,24120,
星光耀花园一期,3室2厅,90.25,南,精装,有,230,25485,
鑫苑世家,3室2厅,105,南 北,精装,有,222,21143,
九龙仓碧堤雅苑,4室2厅,135.25,南,毛坯,叠拼,530,39187,
中海御湖熙岸西区,3室2厅,138.55,南,精装,有,760,54854,
月亮湾3号美颂花园,3室2厅,96.44,南,精装,有,478,49565,
永平家园,3室2厅,129,南,精装,无,164,12714,
保利独墅西岸,3室2厅,114.54,南,精装,有,348,30383,
盘胥路739号,2室1厅,63.29,南 北,精装,无,162,25597,
汇翠花园,3室2厅,106,南,精装,无,268,25284,
万科碧桂园,3室2厅,91,东南,精装,有,200,21979,
欧风丽苑,2室2厅,97,南,精装,有,228,23506,
云锦苑二区,2室2厅,89.76,南,精装,有,175,19497,
竹辉新村,3室1厅,81.17,南,简装,无,238,29322,
万科四季风景商业,3室2厅,93.14,南,精装,有,199,21366,
友联一村,2室1厅,75.06,南,精装,无,185,24647,
通安碧桂园,3室2厅,93,南,精装,有,175,18818,
新城香溢紫郡二期,3室2厅,89,南,精装,有,158,17753,
东港新村,3室1厅,74.1,南,简装,无,242,32659,
华强阳光都城花园南区,3室2厅,62,南,精装,暂无数据,77,12420,
广大家园,3室1厅,77,南,精装,无,198,25715,
小石城6区香樟园,3室2厅,89.62,南,精装,有,228,25441,
万科魅力花园,3室2厅,86.32,南 北,精装,有,209,24213,
新元新村,3室1厅,68.64,南,精装,无,165,24039,
中海御景湾,3室2厅,89.3,南,精装,有,219,24525,
万科北宸之光,3室2厅,84.98,南,精装,有,239.8,28219,
嘉宝梦之晨,4室1厅,138,南,精装,有,272,19711,
群星苑三区,3室1厅,113.31,南,精装,有,298,26300,
彩香一村三区,3室1厅,71.43,南,精装,无,173,24220,
冠城大通蓝湾,3室1厅,88,南,精装,有,163,18523,
旭辉苹果乐园,3室2厅,89,东南,精装,有,189,21236,
象屿都城,3室2厅,86,南 北,精装,有,220,25582,
欧风丽苑,3室2厅,96.43,南,精装,有,230,23852,
旭辉御府,3室1厅,86.53,南 北,精装,有,353,40796,
小石城8区梧桐园,3室2厅,96.17,南,精装,有,236,24540,
锦绣江南(相城区),3室2厅,128.3,南,精装,无,252,19642,
棕榈湾,3室2厅,105,南,精装,有,255,24286,
合景峰汇瑜翠园,3室2厅,93,南,精装,有,168,18065,
香堤澜湾,3室1厅,92,南,精装,有,265,28805,
鑫苑国际城市花园(虎丘区),2室2厅,86.97,南,精装,有,285,32770,
大观花园,3室2厅,116,南,精装,无,370,31897,
新城域花园,2室2厅,86.11,南,精装,有,135,15678,
星光耀商业广场,1室1厅,39,东南,毛坯,2.75元/m3,50,12821,
嘉业阳光假日一二期,1室1厅,44.12,西北,精装,有,120,27199,
联合广场,1室1厅,31.38,南,精装,2.75元/m3,43,13703,
莲花新村二区,2室2厅,68.34,南,精装,无,198,28973,
大德世家,2室2厅,87,南 北,毛坯,无,159,18276,
宝家丽公寓,1室1厅,34,北,简装,有,36,10589,
丽致星河,1室0厅,36,南,精装,有,56,15556,
阳光嘉园,1室1厅,50,南,精装,有,89,17800,
双洋湖新村,3室1厅,87,南,精装,暂无数据,78,8966,
鲈乡二区,2室1厅,64.18,南,简装,无,120,18698,
世纪花园（高新）,6室2厅,182,南,精装,无,418,22968,
富力湾四季半岛,1室1厅,56.47,南 北,精装,有,85,15053,
启航社河西区,2室2厅,71.43,南,精装,有,114,15960,
齐门人家,1室2厅,64.22,南,毛坯,有,179,27873,
鑫苑国际城市花园(昆山市),2室2厅,89.9,南,毛坯,有,133,14795,
新湖明珠城望湖苑,2室2厅,77.7,南,精装,有,183,23553,
宝带一村,3室2厅,106,南,精装,无,216,20378,
现代花园,3室1厅,78.8,南,精装,无,177,22462,
颐景园,3室2厅,113,南,精装,有,228,20177,
富达大厦,1室1厅,40.65,东北,精装,有,65.8,16187,
格林悦城花园,2室2厅,54.65,南,毛坯,2.75元/m3,68,12443,
领秀江南,3室2厅,120.6,南,精装,有,410,33997,
晨曦怡庭,3室2厅,96.5,南,精装,有,245,25389,
湖滨华城吉祥苑,1室1厅,59,南,毛坯,有,105.5,17882,
夏园新村,2室1厅,73.38,南,精装,无,208,28346,
彩香一村三区,2室1厅,49.1,南,简装,无,126,25662,
彩香二村,2室1厅,61.22,南,精装,无,139,22705,
华通花园二区,2室2厅,61.08,南,简装,无,125,20465,
吴中二村,3室2厅,83.42,南 北,精装,无,180,21578,
娄江新村(姑苏区),2室1厅,56,南,简装,无,144.7,25840,
阳光水榭花园,3室2厅,94,南,精装,有,265,28192,
富隆花园,2室2厅,89,南,简装,有,151.8,17057,
华恒家园,3室1厅,79.6,南 北,精装,无,244,30654,
杨枝三村,2室1厅,59.8,南,精装,无,148,24750,
保利悦玺,2室2厅,83.25,南,精装,有,274,32913,
群星苑一区,2室1厅,69.9,南,毛坯,有,180,25752,
三元三村,2室1厅,60.63,南 北,简装,无,150,24741,
中海国际社区（一区）,5室3厅,283.43,南 北,简装,联排,1478,52147,
旭辉悦庭,2室2厅,76.03,南,精装,有,169,22229,
新城红树湾,2室2厅,76.91,南,简装,有,184,23925,
玉成家园一期,2室1厅,65.9,南,精装,有,160,24280,
欧风丽苑,2室2厅,59.51,南 北,精装,无,162,27223,
张泾新村三区,1室1厅,43.74,南,简装,有,128.5,29379,
金桥新村,2室2厅,72.31,南,精装,无,165,22819,
新湖明珠城聆湖苑,3室2厅,87.31,南,精装,有,216,24740,
葑谊新村南区,2室2厅,82.5,南,精装,无,230,27879,
虎丘路新村,2室1厅,73.76,南 北,简装,无,165,22370,
新城香溢紫郡二期,3室2厅,89.14,南,精装,有,166.5,18679,
启航社河东,2室1厅,50.17,南 北,简装,有,90,17940,
春申景城,2室2厅,75.52,南 北,精装,无,136,18009,
万科遇见山,3室2厅,114.77,南,简装,暂无数据,290,25268,
中海双湾锦园,2室2厅,79.16,南,精装,有,235,29687,
首开班芙春天花园,2室2厅,99.08,南,精装,有,213.9,21589,
棕榈湾,2室2厅,81.61,南,精装,有,146,17890,
满庭芳花园,2室2厅,82.8,南,精装,无,130.8,15798,
水香二村,3室2厅,93.54,南,精装,无,206,22023,
新城花园（工业园区）,2室1厅,78,南 北,精装,无,330,42308,
华润城立方,4室2厅,120,南,精装,有,320,26667,
东港新村,3室1厅,75.55,南,简装,无,233,30841,
鑫苑国际城市花园(虎丘区),3室2厅,100.83,南,精装,有,355,35208,
嘉业阳光假日四期,3室2厅,113,南,精装,无,370,32744,
庆元家园,3室2厅,130,南,精装,有,210,16154,
海亮香榭里,4室2厅,117.13,南,毛坯,有,335,28601,
万科碧桂园,3室2厅,93,南 北,精装,有,208,22366,
嘉和丽园,2室2厅,97,南,精装,有,199,20516,
万宇名都花园,2室1厅,85.42,东 南,精装,有,204,23882,
文萃苑,3室2厅,132.54,南,精装,无,405,30557,
永新大成珺,3室2厅,89,南,精装,有,215,24158,
何山花园南区,2室2厅,77.69,南,精装,无,312,40160,
宝祥苑,2室1厅,79.08,南,毛坯,有,157.6,19930,
新康花园,2室2厅,99.73,南,精装,无,265,26572,
菱塘新村一期,2室1厅,50.89,南,精装,无,133,26135,
鑫苑国际城市花园(虎丘区),2室2厅,84.05,南,精装,有,279.5,33255,
三元二村,2室1厅,58.9,南,精装,无,145,24618,
现代花园,1室1厅,48,南,精装,无,127,26459,
玉盘家园,2室1厅,63.83,南,简装,无,108,16920,
沁怡家园,2室2厅,102,南,精装,有,480,47059,
三元三村,2室1厅,56.6,南,简装,无,149,26326,
苏高新地产天城花园,3室2厅,115,东南,毛坯,有,213,18522,
中海双湾花园二期,3室2厅,88,南,精装,有,278,31591,
保利悦玺,2室1厅,84,南,精装,有,272,32381,
太湖纯水岸花园,2室1厅,79,南,精装,有,138,17469,
盘溪新村,2室1厅,55.26,南,简装,无,106,19183,
鑫隆广场,2室2厅,98.62,南,精装,有,142,14399,
欧风丽苑,1室1厅,74.82,南,精装,有,149,19915,
长江花园三区,2室1厅,59.7,南,精装,无,128,21441,
枫景苑A区,2室2厅,85.2,南,精装,无,130,15259,
华通花园二区,2室1厅,60,南,简装,无,117,19500,
劳动路98号,2室1厅,58.91,南,简装,无,137.5,23341,
娱乐新村,2室1厅,57,南,精装,无,109.8,19264,
万科魅力花园,2室2厅,65,南,精装,有,120.8,18585,
祥瑞香逸尚城,2室1厅,65.93,南,精装,有,125,18960,
东浜新苑南区,2室1厅,62.28,南,简装,无,209.9,33703,
康桥溪岸花园,3室2厅,80.75,南,精装,有,210,26007,
中梁香缇,2室1厅,44.42,东,精装,2.75元/m3,98,22063,
御苑家园B、C区,2室1厅,72,南,简装,有,161,22362,
万科北宸之光,2室1厅,67.98,南,精装,有,190,27950,
新湖明珠城紫桂苑,3室2厅,89.59,南,精装,有,230,25673,
龙隐水庄,2室1厅,73.36,东 南 北,精装,有,81,11042,
海上印象,2室2厅,86.38,南,其他,无,126,14587,
友联二村,3室2厅,74.5,南,简装,无,170,22819,
国泰三村,2室2厅,80,南,毛坯,无,182,22750,
万科未来之城,3室2厅,89,南 北,精装,有,153,17192,
淞泽家园（四区）,2室1厅,61.32,南,精装,无,170,27724,
解放新村,2室1厅,63,南,简装,无,135,21429,
万宇名都花园,2室2厅,92,南 北,精装,有,194,21087,
景瑞御江山,3室2厅,89,南,精装,有,228,25618,
新庄新村,2室1厅,52.27,南,毛坯,无,103,19706,
冠南苑,2室1厅,83.91,南,精装,有,230,27411,
东环新村,2室1厅,55.29,南,简装,无,145,26226,
青山溪语花园,2室1厅,63.5,南,精装,无,136,21418,
阳光水榭花园,3室2厅,101.28,南,精装,有,288,28437,
里河一村,2室1厅,57.26,南,简装,无,140,24450,
华通花园一区,2室1厅,60,南,简装,无,123,20500,
淞泽家园九区,2室1厅,62,南,简装,无,169,27259,
万科魅力花园,2室2厅,66,南,精装,有,118,17879,
常发香城湾二期,2室2厅,82.9,南,精装,有,150,18095,
苏安新村,2室1厅,46.65,南,精装,无,140,30011,
东一路,3室1厅,67,南,简装,暂无数据,178.2,26598,
宝邻苑,2室1厅,57,南,精装,无,141,24737,
阳山花苑一区,2室1厅,60.5,南,精装,无,132,21819,
金塘新村,2室1厅,61,南,精装,无,135,22132,
宏葑新村,2室1厅,65.2,南,其他,无,190,29142,
滨江汇,3室2厅,87.5,南,毛坯,有,150,17143,
花溪公馆,3室1厅,102.39,南,精装,有,204.9,20012,
绿地21城A区,4室3厅,156.94,南,毛坯,叠拼,275,17523,
棕榈湾,2室2厅,78.08,南,简装,有,139,17803,
象屿都城怡园,3室2厅,83.12,南,毛坯,有,158,19009,
碧悦湾,3室2厅,125,南 北,毛坯,有,163,13040,
国际华城,2室2厅,93.8,南 北,简装,无,158,16845,
十梓街散盘,2室1厅,37.8,南,简装,无,105,27778,
格林华城,3室2厅,89.58,南 北,精装,无,166.6,18598,
中海国际社区（四区）,2室2厅,96.7,南,精装,有,425,43951,
中南世纪城,3室2厅,105.6,南,精装,有,250,23675,
太阳星辰花园湖邑,2室2厅,88,南,精装,有,348,39546,
香城花园三区,4室2厅,110,南 北,精装,无,280,25455,
水云居西区,3室2厅,138,南,精装,有,776,56232,
蓝光天悦城,3室2厅,100,南,精装,有,288,28800,
三元四村,2室1厅,60.77,南,精装,无,147,24190,
环秀湖花园,3室1厅,89.36,南 北,精装,有,240,26858,
保利观湖国际,4室2厅,143.2,南 北,精装,有,410,28632,
新庄新村,1室1厅,41.66,南 北,简装,无,87,20884,
高尔夫花园,3室2厅,145.75,南,精装,有,620,42539,
世茂运河城瀚河苑,3室2厅,89.23,南,精装,有,360,40346,
杨枝二村,3室1厅,65.04,南 北,精装,无,161.7,24862,
启航社河东,1室2厅,49,南,精装,有,75,15307,
首创悦都,1室1厅,53.92,南,精装,有,94,17434,
陆家嘴锦绣澜山,3室2厅,104.89,南,毛坯,有,210,20021,
星榈湾,3室2厅,110.75,南,精装,有,245,22122,
中航樾公馆,4室2厅,126,南,毛坯,有,385,30556,
万科魅力花园,3室1厅,89.54,南 北,精装,有,167,18651,
康锦苑,3室2厅,147.21,南 北,精装,有,296,20108,
保利居上,3室1厅,85.9,南 北,精装,有,292,33994,
万科碧桂园,3室2厅,90.5,南 北,精装,有,201.8,22299,
桂花新村,3室2厅,125,南,简装,无,505,40400,
中科花苑,3室2厅,110,南 北,简装,有,187.5,17046,
九龙仓碧堤半岛,3室2厅,96,南,精装,有,288,30000,
富元家园,3室2厅,128,南,精装,有,210,16407,
海亮长桥府,3室2厅,94.37,南,毛坯,有,208,22041,
旭辉美澜城,3室2厅,89,南,精装,有,233,26180,
瑞景国际,3室2厅,105.73,南,毛坯,有,205,19390,
路劲主场一期,3室2厅,103.61,南,精装,有,390,37642,
冠云花园,3室2厅,117,南,精装,无,235,20086,
顺城名湾,3室2厅,91,南,简装,有,130,14286,
越湖名邸,3室2厅,125,南,精装,有,280,22400,
水岸清华瀚宫,3室2厅,89,南,精装,有,270,30338,
新城金郡南区二期,3室1厅,89.43,南,精装,有,219,24489,
清水湾花园,3室1厅,122,南,精装,有,253,20738,
理想家园,3室1厅,108.75,南,精装,有,217,19955,
永新大成珺,3室2厅,88.93,南,精装,有,212,23839,
梅亭苑,4室2厅,112,南,精装,无,218,19465,
现代花园,4室2厅,101,南,简装,无,200,19802,
宝祥苑,3室1厅,79.6,南,精装,有,162,20352,
新苑村,3室2厅,72.49,南,精装,无,165,22762,
旭辉苹果乐园,3室1厅,89.93,北 南,简装,有,175,19460,
万科碧桂园,3室2厅,90.06,南,精装,有,203,22541,
领秀金品花苑,3室2厅,110.45,南,毛坯,有,223,20191,
太平新邨,3室2厅,95,南 北,精装,暂无数据,95,10000,
阳光世纪花园,3室2厅,101.57,南,简装,无,180,17722,
九龙豪苑,3室2厅,103,南 北,精装,无,194,18835,
翠园新村,3室1厅,76.89,南,简装,无,283,36806,
恒达清水园,3室2厅,137.08,南,精装,有,398,29035,
阳光城丽景湾,3室2厅,115,南,精装,有,230,20000,
阳光水榭花园,3室2厅,122.73,南,精装,无,330,26889,
华辰嘉园南区,3室2厅,84.55,南,精装,无,235,27795,
恒基水漾花城,4室2厅,141,南,毛坯,有,332,23547,
东方玉园,3室2厅,115,南,毛坯,有,108,9392,
龙港村,3室2厅,87.7,南,简装,无,179,20411,
梅花新苑,3室2厅,103,南,简装,无,244.5,23738,
伟业迎春华府,3室2厅,95,南,精装,有,198,20843,
月亮湾（昆山）,2室2厅,89.22,南,精装,无,95,10648,
三香新村,3室1厅,77.14,南,简装,无,174,22557,
万科金色里程,3室2厅,89.76,南 北,精装,有,219.8,24488,
秀岸花园二区,3室2厅,104,南,精装,有,178,17116,
森隆满园,3室1厅,92.5,南 北,毛坯,有,132.6,14336,
万科北宸之光,3室2厅,85,南,精装,有,222.5,26177,
群星苑一区,3室2厅,136,南,毛坯,有,295,21692,
鑫苑世家,3室2厅,108,南,毛坯,有,188,17408,
康锦苑,3室2厅,122,南,精装,有,253,20738,
太湖相王府,3室2厅,88,南,精装,暂无数据,160,18182,
万科北宸之光,3室2厅,85,南 北,精装,有,208,24471,
尼盛滨江城,3室2厅,88,南 北,精装,有,198,22500,
新升新苑,3室2厅,95.5,南,精装,无,299,31309,
湖畔樾山,3室2厅,90.73,南 北,精装,有,148,16313,
旭辉御府,4室2厅,129.7,南,毛坯,有,410,31612,
财神里小区,3室1厅,93,南,简装,暂无数据,245,26345,
三元二村,3室2厅,69.97,南,精装,无,198,28298,
鑫苑景园,1室1厅,43.9,南,精装,有,87,19818,
粤海广场,4室2厅,189,东南,精装,无,435,23016,
保利居上,3室2厅,86.67,南,精装,有,290,33461,
夏园新村,3室1厅,99.5,南,精装,无,286,28744,
伟业迎春乐家,2室2厅,61.44,南,精装,有,145,23601,
悦湖,3室2厅,88.05,南,精装,有,309,35094,
象屿都城,3室2厅,81.47,南,精装,有,188,23076,
舟山花园,2室1厅,105.05,南,毛坯,无,145,13803,
康锦苑,3室2厅,148,南,精装,有,271,18311,
水香一村,3室1厅,92.8,南,精装,无,195,21013,
万科魅力花园,4室2厅,108,南 北,精装,有,211.8,19612,
月亮湾3号美颂花园,3室2厅,120,南,精装,有,606,50500,
诚河新旅城三区,3室2厅,96,南,毛坯,有,225,23438,
小石城5区紫竹园,4室2厅,183.4,南,毛坯,有,420,22901,
古宫新村,2室1厅,83.75,南,简装,有,127,15165,
滨江裕花园,3室2厅,94,南,精装,有,176,18724,
彩香一村四区,3室2厅,77.83,南,简装,无,174,22357,
万科北宸之光,3室2厅,84,南,精装,有,218,25953,
中海双湾锦园,3室2厅,106.79,南,精装,有,312,29217,
红叶花园一区,3室2厅,105.37,南,简装,暂无数据,184,17463,
天地源七里香都,3室2厅,116.07,南 北,精装,有,575,49540,
新城红树湾,3室1厅,88,东南,简装,有,197,22387,
阳光天地,4室2厅,132.68,南,毛坯,有,429.5,32372,
海亮香榭里,3室1厅,92,南,精装,有,276,30000,
苏州唐宁府,4室2厅,165.45,南 北,精装,有,830,50167,
招商依云华苑,3室2厅,88.42,南,精装,有,246,27822,
飞凡第五街,2室2厅,38.32,北,精装,2.75元/m3,46.8,12213,
浅山风华,4室2厅,106,南,精装,暂无数据,210,19812,
托斯卡那东泰花园,3室2厅,101.2,南 北,毛坯,暂无数据,152,15020,
森隆满园,3室2厅,92,南,精装,有,139,15109,
花好月圆,3室2厅,147,南,简装,有,262,17824,
首开悦澜湾,3室2厅,88.75,南 北,简装,有,320,36057,
花桥裕花园,3室2厅,88,南 北,毛坯,有,160,18182,
象屿都城,3室2厅,83.01,南,毛坯,有,158,19034,
银桥新村,3室2厅,82.26,南,精装,无,223,27110,
诚河新旅城二区,2室2厅,86.4,南,精装,有,196,22686,
宝祥苑,3室1厅,89,南 北,简装,有,182,20450,
湖畔樾山,3室2厅,101,南,精装,暂无数据,160,15842,
相门后庄4号,2室1厅,52.28,南,简装,无,138,26397,
中海御景湾,3室2厅,88,南,精装,有,216,24546,
解放新村,3室1厅,68,南,精装,无,190,27942,
万科魅力花园,3室1厅,86,北 南,精装,有,169.5,19710,
湖畔樾山,3室2厅,90,南,精装,有,148.5,16500,
中海国际社区（七区）,3室2厅,104.81,南,精装,有,478,45607,
水香七村,3室1厅,90,南,精装,无,190,21112,
夏桥家园,2室1厅,71.79,南,简装,无,90,12537,
万科魅力花园,3室2厅,89,东南,精装,有,155.5,17472,
滨江汇,2室2厅,71.46,南,简装,有,130,18192,
裕丰大厦,2室2厅,79.8,西北,精装,有,86,10777,
青山绿庭二区,2室2厅,98.7,南,精装,有,275,27863,
泰极国际花园,4室2厅,124.99,南 北,精装,有,155,12401,
金辉优步花园,2室2厅,77,南 北,精装,有,253,32858,
永新秀郡,3室2厅,90.49,南 北,精装,有,270,29838,
山水映象,3室2厅,94.97,北 南,精装,无,240,25272,
当代万国府MOMΛ,5室2厅,192.57,南,精装,无,718,37286,
世茂東外滩,3室2厅,107,南,精装,有,203,18972,
合景睿峰,2室1厅,46.63,北,精装,有,58,12439,
丽景国际,2室2厅,86.8,南,精装,有,153.5,17685,
苏苑新村东区,2室1厅,55.29,南,精装,无,152,27490,
滨江裕花园,2室1厅,89,南 北,精装,有,152,17079,
永林新村,1室1厅,30.84,南,精装,无,86,27886,
太阳城缘邑,2室2厅,88,南,精装,有,362,41137,
金榈湾西区,2室1厅,86,南,精装,无,175,20349,
杨枝四村,3室1厅,71,南,精装,无,218,30705,
阳光水榭花园,3室1厅,137,南,精装,无,323,23577,
中海国际社区（七区）,2室1厅,98.48,东南,精装,有,365,37064,
塘坊苑,2室1厅,57.24,南,精装,无,167,29176,
弘阳上湖,3室2厅,88.91,南,精装,有,299,33630,
鑫之苑,3室1厅,88.09,南,精装,有,241,27359,
景瑞东环之歌,3室1厅,87.52,南 北,精装,有,183.8,21001,
假日半岛,2室2厅,124.3,南 北,毛坯,有,101,8126,
自由水岸花园,2室1厅,77.04,南,精装,有,345,44782,
宝祥苑,2室1厅,65,南,简装,有,124,19077,
锦绣江南(相城区),3室2厅,126.05,南,精装,无,238,18882,
阳光天地,1室1厅,48,东,精装,商电,89.9,18730,
国际华城,2室2厅,92,南 北,精装,无,169,18370,
国际华城,2室2厅,86,南,毛坯,有,150,17442,
水香六村,2室1厅,69.2,南,精装,无,153.8,22226,
大德世家,1室1厅,61,南,精装,有,111.5,18279,
千灯裕花园,3室1厅,120.24,东,毛坯,有,146,12143,
天域西区,2室1厅,116.95,南,精装,有,650,55580,
凯德都会新峰,2室1厅,89,南 北,精装,有,220,24720,
鲈乡二区,2室1厅,49.42,南 北,精装,无,91,18414,
可逸兰亭,3室1厅,109,南,毛坯,有,184,16881,
颐景园,3室2厅,99.9,南,简装,有,199,19920,
九方城天悦,4室2厅,140,南 北,毛坯,有,338,24143,
兆润云顶汇,1室0厅,42.7,北,精装,有,214,50118,
保利悦玺,3室2厅,94.63,南,精装,有,325,34345,
清塘新村,3室1厅,74.9,南 北,精装,无,160,21362,
宏葑新村,3室1厅,75.98,南,简装,无,235,30930,
首开班芙春天花园,2室1厅,97,南,精装,有,216,22269,
玫瑰久久,3室2厅,119.97,南 西南,精装,有,260,21673,
常发香城湾二期,2室2厅,74.01,南,毛坯,有,128,17295,
首开悦澜湾,2室2厅,83,南,精装,有,268,32290,
秀水雅苑,3室2厅,120,南,毛坯,有,192,16000,
新城金郡南区二期,3室2厅,88.37,南,精装,有,217,24556,
GOHO悦城,2室2厅,49.7,南,精装,有,68,13683,
养蚕里新村,2室1厅,57,南,简装,有,258,45264,
新南环新村三组团,2室2厅,81.68,南 北,精装,有,203,24854,
金塘新村,2室2厅,61,南,简装,无,138,22623,
王洗马巷散盘,2室1厅,31.9,南,精装,暂无数据,70,21944,
石湖星城,2室2厅,98,南,精装,有,220,22449,
彩香二村,2室2厅,57.44,南,简装,无,123,21414,
象屿都城,2室2厅,65.07,南,毛坯,有,118,18135,
阳光嘉园,4室2厅,141.42,南,毛坯,无,171.9,12156,
南园南路297号,2室1厅,54.3,南,精装,无,231.5,42634,
宝祥苑,2室1厅,65,南,简装,有,124.5,19154,
解放新村,2室1厅,52.91,南,精装,无,119,22492,
天成佳园,3室2厅,142,南,精装,有,325,22888,
家悦花园,2室1厅,63.05,南,简装,有,180,28549,
飞凡第五街,2室1厅,38.32,北,精装,2.75元/m3,46.3,12083,
长江花园二区,2室1厅,58.14,南,毛坯,无,124,21328,
湖岸名家南区,2室2厅,79.43,南,简装,无,204.5,25746,
万科四季风景商业,3室2厅,93,南 北,精装,有,200,21506,
